,Site,daylight,Depth_Stratum,Deployment,ACat,Taxa_Groups,Acoustic_Category,Taxa_updated,CAAB_updated,nos,weight_g,av_weight,Weight_Std_gm3_gps,Abd_Std_nosm3_gps,Weight_Std_gm3_sp,Abd_Std_nosm3_sp,datetime_UTC_start,datetime_UTC_stop,lat_decdeg_start,long_decdeg_start,lat_decdeg_stop,long_decdeg_stop,VolumeFiltered_m3_speed,VolumeFiltered_m3_gps,Taxa_PLAOS
1254,58S,Day,Meso,45,Ctenophore,Gelatinous_Active,G_nGB,Euplokamis spp.,12018901,20,15,0.75,0.000451843,0.000602457,0.000759299,0.001012399,6/01/2021 8:53,6/01/2021 9:33,-56.02666667,-140.5176667,-56.02883333,-140.5508333,19755.06176,33197.40445,Ctenophore
1280,58S,Night,Lmeso,46,Ctenophore,Gelatinous_Active,G_nGB,Euplokamis spp.,12018901,15,10,0.666666667,0.000160893,0.000241339,0.000168733,0.0002531,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Ctenophore
1368,58S,Night,Epi,49,Ctenophore,Gelatinous_Active,G_nGB,Euplokamis spp.,12018901,25,28,1.12,0.001119139,0.000999231,0.001417358,0.001265498,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,Ctenophore
677,55S,Day,Lmeso,28,Amphipods,Crustaceans,Crustaceans,Eurythenes gryllus,28427001,1,2,2,2.44E-05,1.22E-05,3.37E-05,1.69E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Crustacean
1097,58S,Night,Meso,40,Amphipods,Crustaceans,Crustaceans,Eurythenes spp.,28427901,4,0.5,0.125,2.02E-05,0.000161941,2.53E-05,0.00020248,2/01/2021 14:15,2/01/2021 14:55,-57.98916667,-140.7125,-57.9815,-140.7343333,19755.06176,24700.30448,Crustacean
1178,58S,Night,Lmeso,42,Amphipods,Crustaceans,Crustaceans,Eurythenes spp.,28427901,1,0.5,0.5,3.62E-06,7.25E-06,8.44E-06,1.69E-05,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Crustacean
1320,58S,Day,Lmeso,47,Amphipods,Crustaceans,Crustaceans,Eurythenes spp.,28427901,1,1,1,1.93E-05,1.93E-05,1.69E-05,1.69E-05,7/01/2021 4:55,7/01/2021 6:55,-56.07066667,-140.5386667,-56.0785,-140.589,59265.18528,51885.17818,Crustacean
687,55S,Day,Lmeso,28,Copepod,Crustaceans,Crustaceans,Eusirella spp,NA,2,1,0.5,1.22E-05,2.44E-05,1.69E-05,3.37E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Crustacean
785,55S,Day,Lmeso,30,Copepod,Crustaceans,Crustaceans,Eusirella spp,NA,1,0.5,0.5,4.53E-06,9.07E-06,2.53E-05,5.06E-05,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Crustacean
984,55S,Day,Lmeso,36,Copepod,Crustaceans,Crustaceans,Eusirella spp,NA,2,1,0.5,1.58E-05,3.16E-05,1.69E-05,3.37E-05,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Crustacean
99,SOTS,Night,Lmeso,6,F,F,F,Evermannella balbo,37130002,1,4.5,4.5,4.57E-05,1.02E-05,7.59E-05,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,F
201,SOTS,Night,Epi,11,F,F,F,Fish,NA,2,5,2.5,0.000200189,8.01E-05,0.0002531,0.00010124,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,F
525,SOTS,Day,Lmeso,22,F,F,F,Fish,NA,5,1,0.2,1.53E-05,7.63E-05,1.69E-05,8.44E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,F
91,SOTS,Night,Lmeso,6,Amphipods,Crustaceans,Crustaceans,Gammaridae - undifferentiated,28418000,3,1,0.333333333,1.02E-05,3.05E-05,1.69E-05,5.06E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Crustacean
725,55S,Night,Lmeso,29,Amphipods,Crustaceans,Crustaceans,Gammaridae - undifferentiated,28418000,31,10,0.322580645,3.04E-05,9.41E-05,0.000168733,0.000523073,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Crustacean
340,SOTS,Day,Epi,15,F,F,F,Gempylidae - undifferentiated,37439918,61,5,0.081967213,0.000212259,0.002589558,0.0002531,0.003087816,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176,23556.14303,F
811,55S,Day,Lmeso,30,Prawn,Crustaceans,Crustaceans,Gennadas gilchristi,28713007,10,5,0.5,4.53E-05,9.07E-05,0.0002531,0.000506199,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Prawn
22,Trawl,Day,Integrated,1,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,29,3,0.103448276,5.17E-05,0.000499506,7.59E-05,0.000733989,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,Prawn
641,NA,NA,NA,26,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,3,0.5,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prawn
711,55S,Day,Lmeso,28,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,109,90,0.825688073,0.001095884,0.001327237,0.001518598,0.001839191,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Prawn
955,55S,Night,Lmeso,35,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,36,16,0.444444444,0.000250789,0.000564274,0.000269973,0.000607439,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Prawn
1012,55S,Day,Lmeso,36,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,74,30,0.405405405,0.000474243,0.001169799,0.000506199,0.001248625,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Prawn
1163,58S,Day,Lmeso,41,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,64,60,0.9375,0.001032143,0.001100953,0.001012399,0.001079892,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Prawn
1209,58S,Night,Lmeso,42,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,38,32,0.842105263,0.000231916,0.0002754,0.000539946,0.000641186,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Prawn
1307,58S,Night,Lmeso,46,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,80,83,1.0375,0.001335408,0.00128714,0.001400485,0.001349865,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Prawn
1339,58S,Day,Lmeso,47,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,33,25,0.757575758,0.000481833,0.00063602,0.000421833,0.000556819,7/01/2021 4:55,7/01/2021 6:55,-56.07066667,-140.5386667,-56.0785,-140.589,59265.18528,51885.17818,Prawn
1411,55S,Day,Targeted_850to750,52,Prawn,Crustaceans,Crustaceans,Gennadas spp.,28713903,53,36,0.679245283,0.001742187,0.002564887,0.001822318,0.002682857,9/01/2021 1:36,9/01/2021 2:16,-56.117,-140.4165,-56.117,-140.4373333,19755.06176,20663.67985,Prawn
325,SOTS,Day,Lmeso,14,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,1,0.5,0.5,7.71E-06,1.54E-05,8.44E-06,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Crustacean
640,NA,NA,NA,26,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,2,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustacean
708,55S,Day,Lmeso,28,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,33,30,0.909090909,0.000365295,0.000401824,0.000506199,0.000556819,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Crustacean
754,55S,Night,Lmeso,29,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,40,52,1.3,0.000157927,0.000121483,0.000877412,0.000674933,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Crustacean
808,55S,Day,Lmeso,30,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,23,29,1.260869565,0.000262964,0.000208558,0.001467978,0.001164259,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Crustacean
952,55S,Night,Lmeso,35,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,24,37,1.541666667,0.000579948,0.000376183,0.000624313,0.00040496,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Crustacean
1009,55S,Day,Lmeso,36,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,25,28,1.12,0.000442627,0.000395203,0.000472453,0.000421833,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Crustacean
1160,58S,Day,Lmeso,41,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,6,0.5,0.083333333,8.60E-06,0.000103214,8.44E-06,0.00010124,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Crustacean
1207,58S,Night,Lmeso,42,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,3,2,0.666666667,1.45E-05,2.17E-05,3.37E-05,5.06E-05,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Crustacean
1304,58S,Night,Lmeso,46,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,8,1,0.125,1.61E-05,0.000128714,1.69E-05,0.000134987,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Crustacean
1337,58S,Day,Lmeso,47,Ostracod,Crustaceans,Crustaceans,Gigantocypris spp.,27106913,11,10,0.909090909,0.000192733,0.000212007,0.000168733,0.000185606,7/01/2021 4:55,7/01/2021 6:55,-56.07066667,-140.5386667,-56.0785,-140.589,59265.18528,51885.17818,Crustacean
232,SOTS,Night,Meso,12,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia gigas,28081003,1,2,2,8.66E-05,4.33E-05,0.00010124,5.06E-05,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Crustacean
541,SOTS,Day,Lmeso,22,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,1,1,1,1.53E-05,1.53E-05,1.69E-05,1.69E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Crustacean
798,55S,Day,Lmeso,30,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,1,0.5,0.5,4.53E-06,9.07E-06,2.53E-05,5.06E-05,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Crustacean
939,55S,Night,Lmeso,35,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,2,1,0.5,1.57E-05,3.13E-05,1.69E-05,3.37E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Crustacean
996,55S,Day,Lmeso,36,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,3,3,1,4.74E-05,4.74E-05,5.06E-05,5.06E-05,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Crustacean
1150,58S,Day,Lmeso,41,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,3,1,0.333333333,1.72E-05,5.16E-05,1.69E-05,5.06E-05,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Crustacean
1195,58S,Night,Lmeso,42,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,1,0.5,0.5,3.62E-06,7.25E-06,8.44E-06,1.69E-05,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Crustacean
1291,58S,Night,Lmeso,46,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,2,0.5,0.25,8.04E-06,3.22E-05,8.44E-06,3.37E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Crustacean
1402,55S,Day,Targeted_850to750,52,Gnathaphausia,Crustaceans,Crustaceans,Gnathophausia spp.,28081901,3,0.5,0.166666667,2.42E-05,0.000145182,2.53E-05,0.00015186,9/01/2021 1:36,9/01/2021 2:16,-56.117,-140.4165,-56.117,-140.4373333,19755.06176,20663.67985,Crustacean
658,55S,Night,Epi,27,FGB,FGB,FGB,Gymnoscopelus braueri,37122751,9,10,1.111111111,0.000395945,0.000356351,0.000506199,0.000455579,25/12/2020 13:23,25/12/2020 14:03,-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,FGB
739,55S,Night,Lmeso,29,FGB,FGB,FGB,Gymnoscopelus braueri,37122751,2,0.5,0.25,1.52E-06,6.07E-06,8.44E-06,3.37E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,FGB
793,55S,Day,Lmeso,30,FGB,FGB,FGB,Gymnoscopelus braueri,37122751,8,0.5,0.0625,4.53E-06,7.25E-05,2.53E-05,0.00040496,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,FGB
1038,58S,Night,Epi,37,FGB,FGB,FGB,Gymnoscopelus braueri,37122751,8,18,2.25,0.000771647,0.000342954,0.000911159,0.00040496,1/01/2021 14:08,1/01/2021 14:48,-57.98583333,-140.7623333,-57.99433333,-140.7811667,19755.06176,23326.71731,FGB
1106,58S,Night,Meso,40,FGB,FGB,FGB,Gymnoscopelus braueri,37122751,1,10,10,0.000404853,4.05E-05,0.000506199,5.06E-05,2/01/2021 14:15,2/01/2021 14:55,-57.98916667,-140.7125,-57.9815,-140.7343333,19755.06176,24700.30448,FGB
314,SOTS,Day,Lmeso,14,FGB,FGB,FGB,Gymnoscopelus fraseri,37122114,2,0.5,0.25,7.71E-06,3.08E-05,8.44E-06,3.37E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,FGB
418,SOTS,Night,Meso,18,FGB,FGB,FGB,Gymnoscopelus microlampas,37122106,1,3,3,5.72E-05,1.91E-05,0.00015186,5.06E-05,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,FGB
934,55S,Night,Lmeso,35,FGB,FGB,FGB,Gymnoscopelus opisthopterus,37122753,2,1,0.5,1.57E-05,3.13E-05,1.69E-05,3.37E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,FGB
388,SOTS,Night,Epi,17,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,1,2,2,0.000195405,9.77E-05,0.00010124,5.06E-05,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,FGB
694,55S,Day,Lmeso,28,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,11,35,3.181818182,0.000426177,0.000133941,0.000590566,0.000185606,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,FGB
935,55S,Night,Lmeso,35,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,2,26,13,0.000407531,3.13E-05,0.000438706,3.37E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,FGB
991,55S,Day,Lmeso,36,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,12,6,0.5,9.48E-05,0.000189697,0.00010124,0.00020248,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,FGB
1147,58S,Day,Lmeso,41,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,1,16,16,0.000275238,1.72E-05,0.000269973,1.69E-05,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,FGB
1287,58S,Night,Lmeso,46,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,1,5,5,8.04E-05,1.61E-05,8.44E-05,1.69E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,FGB
1371,58S,Night,Epi,49,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,4,10,2.5,0.000399693,0.000159877,0.000506199,0.00020248,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,FGB
1400,55S,Day,Targeted_850to750,52,FGB,FGB,FGB,Gymnoscopelus spp.,37122909,1,0.5,0.5,2.42E-05,4.84E-05,2.53E-05,5.06E-05,9/01/2021 1:36,9/01/2021 2:16,-56.117,-140.4165,-56.117,-140.4373333,19755.06176,20663.67985,FGB
148,SOTS,Day,Lmeso,7,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,4,5,1.25,7.51E-05,6.01E-05,8.44E-05,6.75E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Medusa
704,55S,Day,Lmeso,28,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,14,25,1.785714286,0.000304412,0.000170471,0.000421833,0.000236226,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Medusa
749,55S,Night,Lmeso,29,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,14,2,0.142857143,6.07E-06,4.25E-05,3.37E-05,0.000236226,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Medusa
803,55S,Day,Lmeso,30,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,5,5,1,4.53E-05,4.53E-05,0.0002531,0.0002531,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Medusa
1003,55S,Day,Lmeso,36,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,21,40,1.904761905,0.000632324,0.00033197,0.000674933,0.00035434,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Medusa
1156,58S,Day,Lmeso,41,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,19,51,2.684210526,0.000877322,0.000326845,0.000860539,0.000320593,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Medusa
1299,58S,Night,Lmeso,46,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,16,27,1.6875,0.00043441,0.000257428,0.000455579,0.000269973,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Medusa
1333,58S,Day,Lmeso,47,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,20,28,1.4,0.000539653,0.000385467,0.000472453,0.000337466,7/01/2021 4:55,7/01/2021 6:55,-56.07066667,-140.5386667,-56.0785,-140.589,59265.18528,51885.17818,Medusa
1406,55S,Day,Targeted_850to750,52,Medusa,Gelatinous_Active,G_nGB,Halicreas minimum,11086002,12,14,1.166666667,0.000677517,0.000580729,0.000708679,0.000607439,9/01/2021 1:36,9/01/2021 2:16,-56.117,-140.4165,-56.117,-140.4373333,19755.06176,20663.67985,Medusa
106,SOTS,Night,Lmeso,6,Medusa,Gelatinous_Active,G_nGB,Halicreatidae - undifferentiated,11086000,1,0.5,0.5,5.08E-06,1.02E-05,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Medusa
948,55S,Night,Lmeso,35,Medusa,Gelatinous_Active,G_nGB,Halicreatidae - undifferentiated,11086000,17,30,1.764705882,0.000470228,0.000266463,0.000506199,0.000286846,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Medusa
1202,58S,Night,Lmeso,42,Medusa,Gelatinous_Active,G_nGB,Halicreatidae - undifferentiated,11086000,11,44,4,0.000318884,7.97E-05,0.000742426,0.000185606,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Medusa
57,SOTS,Day,Meso,3,Siphonophore,Gelatinous_Active,G_nGB,Hippopodius spp.,11094901,0,65,NA,0.002534292,0,0.003290296,0,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,Siphonophore
190,SOTS,Day,Meso,10,Siphonophore,Gelatinous_Active,G_nGB,Hippopodius spp.,11094901,6,3,0.5,9.23E-05,0.000184505,0.00015186,0.00030372,14/12/2020 4:52,14/12/2020 5:32,-46.9175,-140.6346667,-46.9345,-140.6445,19755.06176,32519.41514,Siphonophore
349,SOTS,Day,Epi,15,Siphonophore,Gelatinous_Active,G_nGB,Hippopodius spp.,11094901,6,474,79,0.02012214,0.000254711,0.023993851,0.00030372,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176,23556.14303,Siphonophore
436,SOTS,Night,Meso,18,Siphonophore,Gelatinous_Active,G_nGB,Hippopodius spp.,11094901,0,20,NA,0.000381158,0,0.001012399,0,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Siphonophore
557,SOTS,Day,Lmeso,22,Siphonophore,Gelatinous_Active,G_nGB,Hippopodius spp.,11094901,0,10,NA,0.000152678,0,0.000168733,0,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Siphonophore
1120,58S,Night,Meso,40,Siphonophore,Gelatinous_Active,G_nGB,Hippopodius spp.,11094901,0,168,NA,0.006801536,0,0.00850415,0,2/01/2021 14:15,2/01/2021 14:55,-57.98916667,-140.7125,-57.9815,-140.7343333,19755.06176,24700.30448,Siphonophore
301,SOTS,Day,Lmeso,14,Cephalopod,Cephalopod,Cephalopod,Histioteuthis spp.,23630901,2,3,1.5,4.63E-05,3.08E-05,5.06E-05,3.37E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Cephalopod
381,SOTS,Night,Epi,17,Cephalopod,Cephalopod,Cephalopod,Histioteuthis spp.,23630901,4,0.5,0.125,4.89E-05,0.00039081,2.53E-05,0.00020248,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,Cephalopod
520,SOTS,Day,Lmeso,22,Cephalopod,Cephalopod,Cephalopod,Histioteuthis spp.,23630901,1,2,2,3.05E-05,1.53E-05,3.37E-05,1.69E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Cephalopod
149,SOTS,Day,Lmeso,7,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,30,1.5,0.05,2.25E-05,0.000450666,2.53E-05,0.000506199,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Medusa
186,SOTS,Day,Meso,10,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,1,0.5,0.5,1.54E-05,3.08E-05,2.53E-05,5.06E-05,14/12/2020 4:52,14/12/2020 5:32,-46.9175,-140.6346667,-46.9345,-140.6445,19755.06176,32519.41514,Medusa
208,SOTS,Night,Epi,11,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,42,1.5,0.035714286,6.01E-05,0.001681589,7.59E-05,0.002126037,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,Medusa
276,SOTS,Night,Lmeso,13,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,4,0.5,0.125,9.82E-06,7.85E-05,8.44E-06,6.75E-05,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Medusa
321,SOTS,Day,Lmeso,14,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,25,2,0.08,3.08E-05,0.00038543,3.37E-05,0.000421833,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Medusa
366,SOTS,Day,Meso,16,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,11,54.5,4.954545455,0.002942127,0.000593824,0.002758787,0.000556819,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176,18524.01208,Medusa
393,SOTS,Night,Epi,17,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,17,1,0.058823529,9.77E-05,0.001660943,5.06E-05,0.000860539,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,Medusa
427,SOTS,Night,Meso,18,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,1,5,5,9.53E-05,1.91E-05,0.0002531,5.06E-05,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Medusa
496,NA,NA,NA,21,Medusa,Gelatinous_Active,G_nGB,Hydromedusa,NA,2,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medusa
